date,open,high,low,close,volume
2019-01-23,81.19,81.4,80.22,80.5,5822957
2019-01-24,80.6,80.87,79.55,80.44,4753325
2019-01-25,81.25,81.3319,80.43,80.61,4457072
2019-01-28,79.8,80.505,79.74,80.32,5451971
2019-01-29,80.36,80.83,79.84,80.22,4187527
2019-01-30,80.4,81.29,80.0601,81.28,5200226
2019-01-31,81.18,81.95,80.71,81.88,8599206
2019-02-01,81.83,81.9,81.13,81.51,5351916
2019-02-04,81.22,82.0,80.83,81.99,4236583
2019-02-05,81.98,83.19,81.93,82.86,6545577
2019-02-06,82.51,82.71,81.64,82.71,3682813
2019-02-07,82.15,82.845,81.71,82.39,4827485
2019-02-08,82.25,82.72,81.94,82.36,3786588
2019-02-11,82.95,83.83,82.8704,83.68,6158533
2019-02-12,83.97,84.84,83.62,84.71,6290259
2019-02-13,84.76,85.59,84.76,85.4,5032812
2019-02-14,84.61,85.14,83.7,84.68,5179036
2019-02-15,85.49,85.78,85.1,85.38,6111250
2019-02-19,84.58,85.05,84.46,84.57,5105894
2019-02-20,84.63,84.95,84.35,84.84,6436096
2019-02-21,83.57,84.152,83.35,83.95,8579155
2019-02-22,84.2,85.02,84.0301,84.76,4449747
2019-02-25,85.39,85.73,84.96,85.17,6229652
2019-02-26,85.31,86.08,85.2,85.8,6678802
2019-02-27,85.53,86.22,85.06,86.17,4588351
2019-02-28,86.08,86.4,85.68,85.73,4988146
2019-03-01,86.93,87.99,86.24,87.16,6315062
2019-03-04,87.32,87.99,85.11,85.64,7339569
2019-03-05,85.88,86.25,85.44,85.44,4976324
2019-03-06,85.6,85.99,85.04,85.13,3198110
2019-03-07,84.97,85.41,84.66,85.26,4321788
2019-03-08,84.58,84.88,84.02,84.8,4669677
2019-03-11,85.39,85.94,85.05,85.82,3999751
2019-03-12,85.78,86.08,85.02,85.43,4431552
2019-03-13,85.7,86.655,85.6,85.93,5037858
2019-03-14,86.15,86.88,85.7,86.87,5906100
2019-03-15,87.22,87.6053,85.955,86.8,11031386
2019-03-18,87.3,87.84,87.0,87.82,7750711
2019-03-19,88.22,88.59,87.29,87.69,6642156
2019-03-20,87.5,87.58,86.09,86.69,5991484
2019-03-21,87.24,88.12,86.83,88.01,10386937
2019-03-22,85.2,85.9,82.15,82.19,21659776
2019-03-25,81.48,83.22,80.89,82.33,15558297
2019-03-26,83.63,84.09,82.91,83.38,9611895
2019-03-27,83.69,83.8,82.04,83.09,6485079
2019-03-28,83.93,84.72,83.7,84.04,6032651
2019-03-29,84.6,84.85,83.86,84.21,6492022
2019-04-01,85.04,85.32,84.7,85.23,6737429
2019-04-02,85.0,85.26,84.16,84.37,4433849
2019-04-03,84.9,84.99,84.25,84.47,4080926
2019-04-04,84.49,85.38,84.36,85.28,3660677
2019-04-05,86.0,86.16,85.05,85.4,7367351
2019-04-08,85.01,85.29,84.57,84.73,4705846
2019-04-09,84.22,84.6,83.97,84.28,3804527
2019-04-10,84.64,85.01,84.56,84.88,3918379
2019-04-11,84.9,85.05,84.2837,85.0,3347649
2019-04-12,85.3,86.49,85.29,86.24,6037028
2019-04-15,86.89,87.2428,86.4388,86.83,5035211
2019-04-16,87.0,87.95,87.0,87.8,4652727
2019-04-17,87.95,88.97,87.45,88.73,5694880
2019-04-18,88.76,90.0,88.7,89.2,7016564
2019-04-22,88.35,88.64,87.3,87.36,5390519
2019-04-23,87.57,87.67,87.0092,87.43,7513959
2019-04-24,87.67,88.8241,87.43,88.39,8062966
2019-04-25,88.4,88.54,87.49,87.56,7069867
2019-04-26,87.95,88.94,87.33,88.31,6219557
2019-04-29,88.18,88.505,88.13,88.26,5008453
2019-04-30,88.29,88.4,87.26,87.83,7614083
2019-05-01,87.73,87.95,85.87,85.9,6524576
2019-05-02,86.21,86.28,84.985,85.27,6813740
2019-05-03,85.9,86.3,85.695,85.7,6798283
2019-05-06,83.77,83.87,82.86,83.57,12836646
2019-05-07,83.02,83.63,81.83,82.54,9811257
2019-05-08,82.43,83.99,82.14,82.77,9501257
2019-05-09,82.21,83.01,81.5355,82.98,6336567
2019-05-10,82.78,84.27,82.19,83.95,5450504
2019-05-13,81.65,82.63,81.32,82.53,6445267
2019-05-14,82.78,84.0,82.06,83.67,7529248
2019-05-15,83.17,84.49,82.94,84.01,4862202
2019-05-16,84.51,85.4,84.2,84.28,6745317
2019-05-17,83.51,85.515,83.5,84.57,5068366
2019-05-20,83.8,83.8,82.735,82.85,7182345
2019-05-21,83.36,83.8,82.51,83.64,5762586
2019-05-22,82.99,83.34,82.76,83.2,5237761
2019-05-23,82.5,83.06,81.99,82.64,9704192
2019-05-24,82.2,83.17,82.09,82.16,5998980
2019-05-28,82.85,83.19,81.13,81.2,7927485
2019-05-29,80.71,80.86,77.7,78.87,10116913
2019-05-30,78.92,79.73,78.61,79.26,6177832
2019-05-31,78.0,78.26,77.07,77.14,8891080
2019-06-03,77.24,78.58,77.08,77.96,11665482
2019-06-04,79.3,81.65,78.78,81.62,7526860
2019-06-05,82.29,82.9,81.93,82.72,8173198
2019-06-06,82.72,83.06,82.08,82.45,4952974
2019-06-07,83.09,83.68,82.81,83.41,3891114
2019-06-10,83.75,84.2,82.45,82.58,4419758
2019-06-11,83.65,84.335,83.125,83.26,3939370
2019-06-12,83.48,84.02,82.52,82.63,4026188
2019-06-13,83.15,83.915,83.045,83.61,3383394
2019-06-14,83.51,83.855,83.04,83.44,4355606
2019-06-17,83.34,83.46,82.01,82.11,5101891
2019-06-18,82.7,84.645,82.5,84.3,6456476
2019-06-19,83.73,83.9,83.14,83.55,6217785
2019-06-20,84.9,85.67,84.42,85.24,6163840
2019-06-21,85.16,85.75,84.6,85.75,9289833
2019-06-24,86.0,86.85,84.365,84.5,8043728
2019-06-25,84.6,84.69,82.16,82.62,7339868
2019-06-26,83.15,83.69,82.44,82.55,5838460
2019-06-27,82.93,83.77,82.93,83.66,11436707
2019-06-28,83.99,84.75,82.67,83.95,12443841
2019-07-01,84.93,86.28,84.9,85.41,6607555
2019-07-02,85.36,85.47,84.22,84.96,7189294
2019-07-03,85.33,86.2901,85.12,86.2,4012837
2019-07-05,85.8,86.91,85.42,86.82,6440908
2019-07-08,86.06,88.52,85.97,88.48,7051999
2019-07-09,88.1,88.8,87.82,88.04,6219722
2019-07-10,88.48,88.94,87.39,87.44,5985455
2019-07-11,87.71,88.3,87.4,88.29,3942358
2019-07-12,88.18,89.31,88.01,89.12,4240956
2019-07-15,89.06,89.87,89.06,89.48,3751294
2019-07-16,89.5,89.7077,88.57,88.6,5812813
2019-07-17,88.42,88.685,87.44,87.5,4461701
2019-07-18,87.63,87.76,86.755,87.44,4609157
2019-07-19,87.73,87.88,86.48,86.55,6635634
2019-07-22,86.56,86.99,85.83,85.97,6810325
2019-07-23,86.64,87.1,86.23,86.7,5659933
2019-07-24,86.65,87.21,86.305,86.7,6362911
2019-07-25,86.82,87.5,86.59,87.28,4546496
2019-07-26,87.44,87.84,86.77,87.54,3707249
2019-07-29,87.65,87.87,87.18,87.62,4387337
2019-07-30,86.82,87.9108,86.36,87.2,3562999
2019-07-31,87.09,87.27,85.55,86.03,5818168
2019-08-01,85.26,86.77,82.7,83.12,7871849
2019-08-02,82.53,83.24,80.79,81.14,8761409
2019-08-05,79.66,80.05,78.185,78.97,8493272
2019-08-06,79.85,81.59,79.49,81.3,8664534
2019-08-07,80.5,81.82,80.09,81.28,6275010
2019-08-08,81.81,83.36,81.6092,83.0,6208980
2019-08-09,83.14,83.43,81.32,81.98,5460193
2019-08-12,81.41,81.95,81.18,81.65,6053357
2019-08-13,81.17,84.15,80.85,83.32,6940602
2019-08-14,81.24,81.69,80.51,81.03,7266253
2019-08-15,80.93,81.3,79.44,79.51,6713615
2019-08-16,80.09,80.56,79.25,80.28,5648999
2019-08-19,82.0,82.34,80.83,81.13,7027942
2019-08-20,80.72,81.23,79.45,80.53,5903126
2019-08-21,81.94,82.84,81.63,82.74,6454171
2019-08-22,83.0,83.72,82.5,83.31,5571618
2019-08-23,82.02,82.76,80.03,80.44,8499257
2019-08-26,81.44,82.28,80.7442,82.25,4336049
2019-08-27,82.63,83.18,82.0,82.03,3842507
2019-08-28,81.9,83.59,81.72,83.48,4123435
2019-08-29,84.22,85.77,84.17,85.38,5102066
2019-08-30,85.7,85.99,84.4083,84.5,5235367
2019-09-03,84.0,84.83,83.62,84.67,6360827
2019-09-04,85.58,86.5,85.5,86.35,4151206
2019-09-05,87.28,88.6152,87.28,88.42,6328361
2019-09-06,88.4,88.98,88.02,88.69,3625321
2019-09-09,88.94,89.35,88.42,88.67,4271310
2019-09-10,88.26,88.63,86.29,86.83,7072380
2019-09-11,86.96,87.245,85.8725,86.75,4622823
2019-09-12,87.1,88.07,86.22,87.67,4057135
2019-09-13,88.25,88.79,87.3,87.32,5894605
2019-09-16,87.09,87.82,86.67,87.27,4171704
2019-09-17,86.77,87.64,86.47,87.59,3269601
2019-09-18,87.65,88.4,87.21,88.08,4745365
2019-09-19,88.4,88.72,87.505,87.7,4235401
2019-09-20,88.0,88.485,86.67,86.68,7030171
2019-09-23,86.98,88.02,86.795,87.69,4867095
2019-09-24,88.45,88.69,86.76,87.18,11077170
2019-09-25,91.78,92.79,90.15,90.81,25397296
2019-09-26,91.62,92.45,90.25,92.17,10535401
2019-09-27,91.85,92.86,91.6,92.31,6419160
2019-09-30,92.53,94.08,92.5,93.92,7658650
2019-10-01,94.13,94.75,92.06,92.28,8504748
2019-10-02,91.47,91.84,90.57,91.49,6972648
2019-10-03,91.31,92.32,90.35,92.22,5904563
2019-10-04,92.22,93.17,91.93,93.07,4579969
2019-10-07,92.5,93.92,92.4,93.17,4987412
2019-10-08,90.45,92.71,90.41,91.75,7299246
2019-10-09,92.41,93.045,91.82,92.52,5130767
2019-10-10,93.5,93.5,92.72,93.0,5870581
2019-10-11,94.0,94.57,93.56,93.88,6252759
2019-10-14,94.2,95.25,94.05,94.88,4713646
2019-10-15,95.0,95.18,94.12,94.79,4301282
2019-10-16,94.09,95.14,94.07,94.88,4885561
2019-10-17,95.565,95.89,94.97,95.56,3447921
2019-10-18,94.81,96.455,94.8,96.1,6209122
2019-10-21,96.61,96.87,95.42,96.22,5367963
2019-10-22,96.06,96.83,95.52,95.6,5491635
2019-10-23,95.03,95.54,92.12,92.32,11984032
2019-10-24,92.68,92.87,90.99,91.5,12134530
2019-10-25,91.44,91.83,90.75,90.92,8146333
2019-10-28,91.06,91.3,90.17,90.85,10304316
2019-10-29,90.85,90.92,89.13,89.28,9044408
2019-10-30,89.45,90.27,89.35,90.19,8127266
2019-10-31,90.0,90.41,88.94,89.55,6751585
2019-11-01,90.18,90.528,89.0,89.18,5262936
2019-11-04,90.13,90.563,89.32,89.86,8160915
2019-11-05,90.15,90.335,89.54,89.88,5586175
2019-11-06,90.64,90.72,88.74,89.48,7032798
2019-11-07,90.47,90.6,89.77,90.4,7109962
2019-11-08,90.28,90.35,89.29,89.81,4555310
2019-11-11,89.37,90.1,89.37,90.05,3247340
2019-11-12,90.31,92.03,89.49,89.5,3979647
2019-11-13,89.73,91.55,89.57,91.29,5954868
2019-11-14,91.49,91.96,90.72,91.27,6035214
2019-11-15,92.14,93.56,91.96,93.04,6784457
2019-11-18,93.5,94.26,92.91,94.18,6165634
2019-11-19,94.61,95.12,93.06,93.61,5368258
2019-11-20,94.11,94.4,92.77,93.05,6235424
2019-11-21,92.62,93.3,92.07,92.16,5492589
2019-11-22,92.21,93.3499,91.93,93.34,4264294
2019-11-25,93.78,93.97,92.74,92.9,5419748
2019-11-26,93.38,93.63,93.02,93.33,5910916
2019-11-27,93.5,94.38,93.5,94.14,4017388
2019-11-29,94.37,94.61,93.39,93.49,2541808
2019-12-02,94.09,94.28,92.98,93.56,3892026
2019-12-03,92.48,92.545,91.31,92.46,5995399
2019-12-04,92.81,93.7871,92.73,93.72,4456356
2019-12-05,95.88,95.95,94.682,95.79,6945543
2019-12-06,96.56,97.31,96.38,97.0,6368518
2019-12-09,97.02,97.63,96.16,96.63,6517768
2019-12-10,96.76,97.59,96.63,97.01,4233906
2019-12-11,96.9,97.32,96.65,97.18,4292584
2019-12-12,97.32,98.18,96.9,97.72,4762665
2019-12-13,97.43,98.29,96.91,97.77,5247551
2019-12-16,98.14,99.34,98.06,98.81,8211270
2019-12-17,99.38,100.17,99.05,99.65,7050462
2019-12-18,100.195,100.79,99.58,100.57,7330782
2019-12-19,100.5,101.27,99.63,101.15,12166513
2019-12-20,101.0,101.4,98.85,99.96,17641624
2019-12-23,100.23,100.69,99.55,100.04,6350481
2019-12-24,99.83,100.66,99.76,100.14,3328094
2019-12-26,100.34,100.75,100.11,100.71,3709776
2019-12-27,101.0,101.79,100.99,101.57,5307496
2019-12-30,101.54,101.61,100.46,100.8,3495214
2019-12-31,100.58,101.39,100.51,101.31,3213629
